,Keyword,Likes,Comments,Views
998,mukbang,34599,1349,824297
999,mukbang,1032,22,54030
1000,mukbang,5352,496,154461
1001,mukbang,95162,2272,11235146
1002,mukbang,2694,108,74586
1003,mukbang,2817,59,286228
1004,mukbang,28966,676,906361
1005,mukbang,29955,557,1057862
1006,mukbang,26049,850,909323
1007,mukbang,21274,16178,1100740
1008,mukbang,2271,249,240234
1009,mukbang,24014,716,947162
1010,mukbang,526,94,11293
1011,mukbang,37370,902,2578373
1012,mukbang,1159,91,64703
1013,mukbang,13796,10330,689494
1014,mukbang,1968,96,56066
1015,mukbang,10725,403,155562
1016,mukbang,-1,335,27451
1017,mukbang,3026,538,30405
1018,mukbang,2113,138,98972
1019,mukbang,65719,791,2724499
1020,mukbang,317,32,3618
1021,mukbang,38690,780,1385264
1022,mukbang,1208,930,22966
1023,mukbang,953712,35658,84410562
1024,mukbang,129100,2332,7846143
1025,mukbang,353053,14909,41739024
1026,mukbang,3221,209,102646
1027,reaction,4732,256,78050
1028,reaction,2135,136,41057
1029,reaction,6865,554,55078
1030,reaction,2740,86,39049
1031,reaction,2538,435,51747
1032,reaction,726,50,21868
1033,reaction,920,93,9533
1034,reaction,1656,236,34090
1035,reaction,15637,1279,309098
1036,reaction,4063,245,62428
1037,reaction,1716,308,16080
1038,reaction,1815,254,41900
1039,reaction,1944,160,23225
1040,reaction,670,125,10451
1041,reaction,3001265,110162,23836066
1042,reaction,19997,1540,271333
1043,reaction,2009,317,30632
1044,reaction,1382,134,23763
1045,reaction,834,84,13489
1046,reaction,7185,463,149396
1047,reaction,2952,478,57411
1048,reaction,3645,225,38560
1049,reaction,4049,807,52323
1050,reaction,1006,40,11230
1051,reaction,6117,745,126185
1052,reaction,2175,115,35288
1053,reaction,947,108,18535
1054,reaction,2342,226,34789
1055,reaction,29728,8832,405791
1056,reaction,1431,260,26709
1057,reaction,3500,381,107906
1058,reaction,44616,3098,426875
1059,reaction,193217,6129,1765945
1060,reaction,1015,96,17191
1061,reaction,1417,159,34941
1062,reaction,196898,15525,1223879
1063,reaction,18063,978,184093
1064,reaction,8815,1353,200452
1065,reaction,1155,132,21112
1066,reaction,535,132,10339
1067,reaction,462,62,10737
1068,reaction,5035,564,131760
1069,reaction,1677,290,23239
1070,reaction,2194,256,36560
1071,reaction,19671,1151,259851
1072,reaction,2967,565,63886
1073,reaction,48041,1435,450066
1074,reaction,2025,308,46862
1075,reaction,10321,930,205486
1076,reaction,1144,39,12289
1077,lofi,329,29,14341
1078,lofi,187163,3835,13048900
1079,lofi,59866,979,2844014
1080,lofi,404,15,20861
1081,lofi,53333,1425,2817800
1082,lofi,1638369,58851,84747957
1083,lofi,1572,27,48918
1084,lofi,1455,6,34655
1085,lofi,3498,8,53592
1086,lofi,6057,165,589429
1087,lofi,797,71,15177
1088,lofi,7007,218,632477
1089,lofi,2683,10,49294
1090,lofi,9126,176,497458
1091,lofi,3933,159,400330
1092,lofi,47306,1379,2529301
1093,lofi,186218,5904,9803295
1094,lofi,13657,484,1120660
1095,lofi,9965,197,325200
1096,lofi,4452,86,190418
1097,lofi,4427,124,331718
1098,lofi,2713,16,61478
1099,lofi,5940,143,593989
1100,lofi,8031,169,332371
1101,lofi,19154,610,1756737
1102,lofi,247914,8681,16294784
1103,lofi,74081,1758,3176730
1104,lofi,11197,186,325309
1105,lofi,68762,1160,3691767
1106,lofi,9700,219,461467
1107,lofi,11059,481,1104214
1108,lofi,4148,123,149363
1109,lofi,53,1,6817
1110,lofi,1571,7,37883
1111,lofi,185175,6838,9147428
1112,lofi,3685,28,23653
1113,lofi,903,27,40275
1114,lofi,16915,439,1695867
1115,lofi,19800,443,775719
1116,lofi,766,28,65632
1117,lofi,77692,2892,3731583
1118,animals,5743875,178361,826423766
1119,animals,1103713,29774,106151957
1120,animals,28863,605,1723190
1121,animals,11025176,335455,1582262997
1122,animals,45448,1680,10155588
1123,animals,475,21,66279
1124,animals,1357197,39624,153478497
1125,animals,24970,1225,3248506
1126,animals,68133,1358,9253680
1127,animals,11323,210,2812807
1128,animals,282754,10831,19469009
1129,animals,1019385,24603,193685278
1130,animals,164337,7092,7108897
1131,animals,22420,679,6599382
1132,animals,9313,433,1722365
1133,animals,27102,2311,2549580
1134,animals,1628,85,97163
1135,animals,24285,893,1285807
1136,animals,7240,167,1316713
1137,animals,7375,368,2362949
1138,animals,74617,1982,8122555
1139,animals,338601,19063,38478475
1140,animals,1668,107,258994
1141,animals,280090,11424,37037129
1142,animals,72612,1063,14914811
1143,animals,4986,134,617350
1144,animals,73362,4072,10331666
1145,animals,6177588,125791,378164492
1146,animals,6473,455,267705
1147,animals,21946,481,3776936
1148,animals,120500,5172,5156616
1149,animals,639942,23316,161103805
1150,animals,94089,1537,5434925
1151,animals,10818,291,2058438
1152,animals,14386,332,1853171
1153,animals,37,1,31343
1154,animals,371,19,23448
1155,animals,2382,114,104246
1156,education,137327,6197,6216027
1157,education,9368,279,398061
1158,education,431284,33369,10450206
1159,education,23130,1323,1188153
1160,education,2639,1009,131943
1161,education,881,17,45584
1162,education,7110,374,262959
1163,education,34575,350,1309077
1164,education,4560,144,150633
1165,education,26171,577,1451335
1166,education,3749,715,167574
1167,education,50074,3095,7178954
1168,education,37645,2115,753025
1169,education,130817,6868,17103736
1170,education,222713,12557,6281449
1171,education,310589,23024,6701666
1172,education,3121,104,143605
1173,education,908,932,37905
1174,education,1445,296,6611
1175,education,2951,580,63675
1176,education,1237,709,65745
1177,education,32962,2355,3371830
1178,education,19436,1683,940004
1179,education,324,51,6631
1180,minecraft,6559,257,157301
1181,minecraft,28195,2588,943664
1182,minecraft,992,18,59749
1183,minecraft,1796,47,77345
1184,minecraft,5524,526,206418
1185,minecraft,9633,179,88788
1186,minecraft,17548,664,481643
1187,minecraft,28878,605,544761
1188,minecraft,12675,909,167962
1189,minecraft,345943,11838,18380002
1190,minecraft,2586,98,52954
1191,minecraft,98631,3188,1044608
1192,minecraft,1809,65,94188
1193,minecraft,23676,1913,167863
1194,minecraft,31710,456,444036
1195,minecraft,1333,22,119487
1196,minecraft,54092,2452,1655085
1197,minecraft,16605,849,183096
1198,minecraft,287909,6424,23169378
1199,minecraft,11316,850,187063
1200,minecraft,12935,80,129591
1201,minecraft,4279,171,188490
1202,minecraft,2815,79,97537
1203,minecraft,11751,659,408227
1204,minecraft,7246,464,88247
1205,minecraft,26848,239,273349
1206,minecraft,5675,54,70181
1207,minecraft,64464,3171,1564078
1208,minecraft,20892,622,795386
1209,minecraft,4510,264,276901
1210,minecraft,2990,160,42924
1211,minecraft,10676,399,111027
1212,minecraft,35092,1804,1815767
1213,minecraft,88340,2982,6734947
1214,minecraft,1184,54,50148
1215,minecraft,3396,116,145497
1216,minecraft,1229,24,22525
1217,minecraft,2716,53,66379
1218,minecraft,1251353,71682,18565979
1219,minecraft,6642,312,314438
1220,minecraft,57527,1115,1204024
1221,minecraft,2779,83,187668
1222,minecraft,8260,1127,216482
1223,minecraft,83345,4558,4452337
1224,minecraft,2963,193,50724
1225,minecraft,37251,1452,389051
1226,minecraft,8560,152,107957
1227,minecraft,4160,122,218182
1228,minecraft,3245,437,51716
1229,minecraft,298445,15610,3773387
1230,sat,407,69,7163
1231,sat,506,35,10309
1232,sat,8860,238,140916
1233,sat,586,83,12464
1234,sat,51658,1455,876309
1235,sat,18806,1403,689166
1236,sat,3562,118,87567
1237,sat,15128,639,338212
1238,sat,38148,3767,932919
1239,sat,45253,4353,3243901
1240,sat,669,95,24686
1241,sat,15036,1563,385709
1242,sat,80947,5557,2706505
1243,sat,21809,1899,549530
1244,sat,1115,121,25201
1245,sat,19894,1070,977299
1246,sat,18698,1258,400968
1247,sat,549,69,17195
1248,sat,70001,2654,1879805
1249,sat,10660,363,196727
1250,sat,70562,3866,2535222
1251,sat,1786,257,30191
1252,sat,48633,4129,4154143
1253,sat,9624,864,240450
1254,sat,9354,766,210192
1255,sat,503,52,13591
1256,sat,30046,2138,674979
1257,sat,863,102,61085
1258,sat,7675,1875,327146
1259,sat,1218,258,45214
1260,sat,13503,400,273900
1261,sat,2043,257,25291
1262,sat,1529,50,66259
1263,sat,1111,40,20897
1264,sat,692,74,19220
1265,sat,25308,3426,897553
1266,sat,4227,184,108874
1267,sat,4144,895,419705
1268,sat,4897,1299,231325
1269,sat,12892,778,290351
1270,sat,22430,927,488575
1271,sat,6383,330,258491
1272,sat,1800,208,53207
1273,sat,2309,554,99569
1274,sat,86374,15363,8596384
1275,sat,3083,140,55195
1276,sat,3480,278,126212
1277,sat,9475,292,284841
1278,sat,712273,32736,18116954
1279,mrbeast,1962726,62540,37550877
1280,mrbeast,3710978,224423,63310479
1281,mrbeast,4493972,177471,99698731
1282,mrbeast,2946965,131040,71968133
1283,mrbeast,302909,7693,8097268
1284,mrbeast,3550678,157803,93963115
1285,mrbeast,142261,14797,2529954
1286,mrbeast,14259033,611757,285526909
1287,mrbeast,2897163,104483,85522922
1288,mrbeast,207061,7997,4573945
1289,mrbeast,365592,7270,11123363
1290,mrbeast,3945358,145722,125670049
1291,mrbeast,3963124,728774,116842899
1292,mrbeast,6055504,239172,191988678
1293,mrbeast,374130,26390,10280971
1294,mrbeast,31521,926,889300
1295,mrbeast,2869906,119182,94508185
1296,mrbeast,2021442,121200,66999237
1297,mrbeast,3514143,129023,97578090
1298,mrbeast,3557658,127113,160818375
1299,mrbeast,598389,19760,25367316
1300,mrbeast,1572751,52457,91053784
1301,mrbeast,1511358,81100,69330547
1302,mrbeast,1801566,76492,61197670
1303,mrbeast,378105,9251,13637506
1304,mrbeast,312575,1902,3392295
1305,mrbeast,385059,10374,17321080
1306,mrbeast,4763784,174632,110124989
1307,mrbeast,2030057,81670,107126467
1308,mrbeast,4437532,109214,180766617
1309,mrbeast,367987,6645,11118461
1310,mrbeast,2135851,91698,93319974
1311,mrbeast,1080199,36374,37780348
1312,mrbeast,1552125,67399,66839006
1313,mrbeast,446014,8278,20779962
1314,mrbeast,2129926,91190,98750169
1315,mrbeast,319041,5526,9734303
1316,mrbeast,4120158,177881,136439525
1317,mrbeast,3136265,101503,79882619
1318,mrbeast,557743,19706,21747698
1319,mrbeast,2121115,65601,92621700
1320,mrbeast,3206546,108235,156000008
1321,mrbeast,632277,19405,18492610
1322,mrbeast,2523764,136866,134377650
1323,mrbeast,372266,6699,13545273
1324,mrbeast,381271,14433,15014572
1325,mrbeast,492024,41183,6968660
1326,mrbeast,201509,9784,6383519
1327,mrbeast,494889,23110,7715681
1328,mrbeast,61448,4080,1928710
1329,cnn,11244,6530,755642
1330,cnn,544,614,53110
1331,cnn,6958,4724,288312
1332,cnn,656,1495,51269
1333,cnn,1120,9,66507
1334,cnn,18730,6675,1101187
1335,cnn,13751,6364,791042
1336,cnn,8090,9231,537070
1337,cnn,29541,18044,873549
1338,cnn,4634,4005,366447
1339,cnn,2323,1979,83353
1340,cnn,5630,5028,386436
1341,cnn,7890,6193,462943
1342,cnn,2521,1670,71652
1343,cnn,12415,16954,1020152
1344,cnn,3215,5058,288796
1345,cnn,6465,10191,633520
1346,cnn,4840,3004,251101
1347,cnn,9069,10614,1084758
1348,cnn,1531,175,85359
1349,cnn,5089,5964,454927
1350,cnn,4836,12045,264809
1351,cnn,19359,13212,931636
1352,cnn,6554,12194,549566
1353,cnn,8070,6888,576311
1354,cnn,3847,3053,278240
1355,cnn,5936,4649,473122
1356,cnn,31563,38618,1889320
1357,cnn,7973,11184,749734
1358,cnn,11650,12453,438358
1359,cnn,7538,7921,566143
1360,cnn,644,886,65137
1361,cnn,5947,4890,393718
1362,cnn,6164,8022,386949
1363,cnn,11563,7302,620690
1364,cnn,12849,6876,858549
1365,cnn,9666,17218,713211
1366,cnn,6383,3955,591721
1367,cnn,25885,8813,1178354
1368,cnn,1274,1832,112418
1369,cnn,4615,3057,278274
1370,cnn,7402,5297,367781
1371,cnn,2983,4589,240447
1372,cnn,16316,11467,1299714
1373,cnn,21111,9407,1203517
1374,cnn,1862,4996,148992
1375,cnn,16641,9979,1195181
1376,cnn,8684,5762,475535
1377,cnn,4898,9878,499461
1378,cnn,13318,7773,657999
1379,mathchemistry,1869,135,88980
1380,mathchemistry,1777,194,64368
1381,mathchemistry,4386,176,170305
1382,mathchemistry,132298,8115,4981769
1383,mathchemistry,61100,4466,3452571
1384,mathchemistry,49931,2293,2494758
1385,mathchemistry,37430,1375,1503148
1386,mathchemistry,542855,43802,18496859
1387,mathchemistry,45800,1681,3588950
1388,mathchemistry,36655,1387,1433436
1389,mathchemistry,51924,3057,2110850
1390,mathchemistry,1,2,63
1391,mathchemistry,409962,10759,10330078
1392,mathchemistry,31742,3089,1205719
1393,mathchemistry,0,1,25
1394,biology,56774,2220,1011277
1395,biology,5902,274,313847
1396,biology,396477,10721,23925458
1397,biology,14687,328,689762
1398,biology,19915,1101,1471735
1399,biology,4293,110,287879
1400,biology,226135,15445,9629509
1401,biology,128800,4481,3526040
1402,biology,105414,6858,3863719
1403,biology,65182,4679,9897790
1404,biology,104645,7091,3455728
1405,biology,35432,528,832026
1406,biology,103946,4516,3779069
1407,biology,41293,1941,1194593
1408,biology,26530,818,602137
1409,biology,85704,4481,8639567
1410,biology,310947,15981,14800155
1411,biology,83509,5086,2954971
1412,biology,45821,2121,2359653
1413,biology,5000,293,252524
1414,biology,46953,1690,1743151
1415,biology,65238,2121,5323008
1416,biology,621,44,55643
1417,biology,16576,787,452937
1418,biology,31665,1649,1045672
1419,biology,26731,1303,1251200
1420,biology,74180,7794,7556654
1421,biology,18852,750,767162
1422,biology,15317,613,319489
1423,biology,29562,2363,595608
1424,biology,62343,4145,6225136
1425,biology,18353,2560,7073338
1426,biology,23783,1290,513747
1427,biology,74324,6294,7428280
1428,biology,29581,1264,1097006
1429,biology,96215,6430,9552698
1430,biology,1519,124,90926
1431,biology,17977,564,383734
1432,biology,116596,43591,11792862
1433,biology,132214,5981,17716356
1434,biology,47947,3075,5054426
1435,biology,43511,1773,747705
1436,biology,48317,3805,4613023
1437,biology,13733,626,489332
1438,biology,132562,6384,4418714
1439,biology,44755,3214,1152562
1440,biology,28907,2438,2767666
1441,physics,42848,1350,1778635
1442,physics,68035,5549,7209027
1443,physics,152531,3469,3270832
1444,physics,44412,1210,1346386
1445,physics,12527,414,787667
1446,physics,29773,3299,880432
1447,physics,126685,4633,2817851
1448,physics,22310,1177,1071023
1449,physics,237869,19276,8445210
1450,physics,236557,5640,4696990
1451,physics,19509,1072,928585
1452,physics,3379,1381,132960
1453,physics,49795,2177,2796778
1454,physics,95001,7668,6312772
1455,physics,40750,3577,1235556
1456,physics,10959,525,844015
1457,physics,6813,69,485266
1458,physics,281680,11360,9033159
1459,physics,18403,1810,1429951
1460,physics,62098,6272,2889074
1461,physics,296448,29736,19097087
1462,physics,191691,5795,3182375
1463,physics,35004,2726,952869
1464,physics,673896,41869,14835017
1465,physics,32717,1804,930267
1466,physics,20329,806,1331141
1467,physics,122180,1942,8705503
1468,physics,2012,143,72517
1469,physics,12994,521,234454
1470,physics,1346,198,106305
1471,physics,7355,711,278584
1472,physics,25394,2940,761574
1473,physics,21123,560,745050
1474,physics,26210,856,1875721
1475,physics,1194852,16417,42252029
1476,physics,188472,5901,13829574
1477,physics,11961,334,495065
1478,physics,11420,896,596902
1479,physics,10960,109,858731
1480,physics,31942,7562,1089328
1481,physics,66353,2001,1546801
1482,physics,7687,237,451843
1483,physics,9154,1201,652244
1484,physics,11249,393,482269
1485,physics,20361,770,1539948
1486,physics,12193,196,1267276
1487,physics,27575,971,1761493
1488,physics,962,100,30388
1489,physics,139552,7764,4235793
1490,physics,159719,4673,2029047
1491,computer science,26902,1190,1248957
1492,computer science,55719,1606,802372
1493,computer science,131961,3037,4849924
1494,computer science,202969,3572,4801805
1495,computer science,186881,8575,7004107
1496,computer science,10317,757,165623
1497,computer science,128268,4356,4991078
1498,computer science,62009,1740,3134189
1499,computer science,24508,1455,374241
1500,computer science,6806,774,215489
1501,computer science,42940,1735,1407319
1502,computer science,13004,376,318419
1503,computer science,8864,326,351985
1504,computer science,63890,2427,1732512
1505,computer science,2143,77,198844
1506,computer science,10846,380,759857
1507,computer science,11672,1285,302924
1508,computer science,33558,814,950825
1509,computer science,752,53,16115
1510,computer science,47204,1277,2302755
1511,computer science,61813,3416,6091315
1512,computer science,4557,379,97136
1513,computer science,1514,251,37830
1514,computer science,2596,177,56994
1515,computer science,7452,581,113080
1516,computer science,59163,1583,1754969
1517,computer science,62172,1458,1345420
1518,computer science,11911,1388,610308
1519,computer science,16747,1532,525081
1520,computer science,28944,775,1515048
1521,computer science,4849,197,82596
1522,computer science,13406,314,362229
1523,computer science,1149,146,17156
1524,computer science,27889,962,437660
1525,computer science,10409,385,199395
1526,computer science,10292,653,327463
1527,computer science,5213,145,135056
1528,computer science,909,32,24612
1529,computer science,30095,1186,1530735
1530,computer science,37041,1190,1672442
1531,computer science,61424,692,872859
1532,computer science,6557,215,179728
1533,computer science,7812,408,143959
1534,computer science,32,5,83073
1535,computer science,32189,878,1750656
1536,computer science,11395,542,282641
1537,computer science,22667,588,939411
1538,computer science,4440,307,95826
1539,nintendo,40994,3946,1115596
1540,nintendo,33773,4225,655844
1541,nintendo,5333,883,87181
1542,nintendo,93512,11770,2467290
1543,nintendo,4996,791,86658
1544,nintendo,93420,11201,2745019
1545,nintendo,2677,390,51017
1546,nintendo,88302,10753,2173854
1547,nintendo,959,87,9269
1548,nintendo,27953,6430,848504
1549,nintendo,3465,317,59232
1550,nintendo,2208,837,37340
1551,nintendo,7455,160,71578
1552,nintendo,697,120,17418
1553,nintendo,59959,5338,1310018
1554,nintendo,406,57,13184
1555,nintendo,1897,349,36948
1556,nintendo,7166,897,156610
1557,nintendo,4122,567,112040
1558,nintendo,54951,6290,5370346
1559,nintendo,760,80,11630
1560,nintendo,3769,590,180396
1561,nintendo,8058,662,566503
1562,nintendo,119930,11926,3432799
1563,nintendo,92823,5623,8295441
1564,nintendo,2104,481,46065
1565,nintendo,20892,976,640120
1566,nintendo,79878,3067,2750006
1567,nintendo,565673,35186,31667627
1568,nintendo,350411,15822,6058858
1569,nintendo,2179,324,55298
1570,nintendo,7785,331,621651
1571,nintendo,43557,4766,514758
1572,nintendo,3016,573,56101
1573,nintendo,2118,245,35759
1574,nintendo,221,35,2225
1575,nintendo,89783,7013,2610708
1576,nintendo,77209,8351,1700683
1577,nintendo,5437,1020,109574
1578,nintendo,814,85,12274
1579,nintendo,4936,750,208877
1580,nintendo,4972,1307,87422
1581,nintendo,28895,6897,707813
1582,nintendo,22443,300,681002
1583,nintendo,24496,257,254500
1584,nintendo,3675,685,85298
1585,nintendo,15392,1232,297966
1586,nintendo,24059,3355,805728
1587,xbox,926,258,16396
1588,xbox,1079,473,16451
1589,xbox,115164,5254,4098562
1590,xbox,1209,1167,19967
1591,xbox,858,162,18992
1592,xbox,24017,3549,1148562
1593,xbox,64432,5717,4526546
1594,xbox,6900,383,114921
1595,xbox,406,57,13184
1596,xbox,52160,11181,2497202
1597,xbox,7292,316,135067
1598,xbox,39845,3375,1760155
1599,xbox,1708,301,58559
1600,xbox,3205,439,84465
1601,xbox,1793,185,75483
1602,xbox,124490,7455,8830062
1603,xbox,2976,131,103500
1604,xbox,117231,5092,2657361
1605,xbox,35423,1060,1034342
1606,xbox,2468,220,37870
1607,xbox,1562,130,10503
1608,xbox,855,139,24863
1609,xbox,1409,122,12041
1610,xbox,438812,40924,22439610
1611,xbox,199933,22438,17069314
1612,xbox,1025,43,14264
1613,xbox,2295,1399,179180
1614,xbox,25029,2468,1651459
1615,xbox,1781,66,33246
1616,xbox,2363,725,42216
1617,xbox,466063,10976,8324871
1618,xbox,7455,300,447522
1619,xbox,449,282,4368
1620,xbox,6875,227,543947
1621,xbox,1872,100,28892
1622,xbox,1537,59,41735
1623,xbox,21393,1087,1557335
1624,xbox,1785,133,19147
1625,xbox,15593,1407,607849
1626,xbox,1466,321,52695
1627,xbox,2498,294,129231
1628,xbox,1822,1575,30352
1629,xbox,1969,312,82902
1630,xbox,2364,307,50941
1631,xbox,1639,392,92899
1632,xbox,1050,173,79741
1633,xbox,82083,6414,2541347
1634,xbox,4134,826,77502
1635,xbox,1490,237,57446
1636,marvel,9401,780,150039
1637,marvel,17307,1101,331603
1638,marvel,4147,1292,106966
1639,marvel,1435534,64164,36868871
1640,marvel,20319,2958,190106
1641,marvel,599842,39313,23222262
1642,marvel,8870,554,834400
1643,marvel,697363,18075,18609928
1644,marvel,48823,3061,1461872
1645,marvel,162408,3151,14118968
1646,marvel,283831,9805,12550897
1647,marvel,79336,3695,1667301
1648,marvel,61689,1928,1284173
1649,marvel,8574,723,936041
1650,marvel,98519,5633,3020492
1651,marvel,15312,595,286969
1652,marvel,101465,5079,3487219
1653,marvel,44866,2709,1486176
1654,marvel,833480,56565,23717752
1655,marvel,183765,3810,4181136
1656,marvel,7387,566,125674
1657,marvel,137796,4891,2064594
1658,marvel,1790536,68822,44424347
1659,marvel,142,6,2813
1660,marvel,626889,35593,14694097
1661,marvel,88764,5853,1815856
1662,marvel,1602939,61259,54583132
1663,marvel,18225,830,1667322
1664,marvel,148031,5179,3653854
1665,marvel,45763,2234,1208037
1666,marvel,157,10,4806
1667,marvel,785650,55050,23973948
1668,marvel,3867,199,43046
1669,marvel,55962,2766,1685445
1670,marvel,11620,499,1048056
1671,marvel,15641,470,377483
1672,marvel,641,32,21129
1673,marvel,19007,141,9904507
1674,marvel,14868,840,618566
1675,marvel,1734,348,35516
1676,marvel,8033,404,196801
1677,marvel,-1,821,553892
1678,marvel,171757,4288,11563268
1679,marvel,1075,103,19923
1680,marvel,33342,435,269849
1681,marvel,346,24,9050
1682,marvel,135411,5708,3666465
1683,marvel,393,13,12513
1684,marvel,59583,523,3442343
1685,marvel,18551,2136,504475
1686,movies,1810,13,285609
1687,movies,779,105,41517
1688,movies,17411,441,2322280
1689,movies,4192,198,1010999
1690,movies,4758,141,1266475
1691,movies,8436,398,594480
1692,movies,12970,469,2885013
1693,movies,2672,240,73864
1694,movies,14665,873,1293718
1695,movies,355,21,30215
1696,movies,228,22,12666
1697,movies,19135,1625,4043624
1698,movies,18106,325,7510904
1699,movies,8680,352,1945769
1700,movies,600,18,131716
1701,movies,105,-1,28219
1702,movies,354984,108099,8186585
1703,movies,830,19,239924
1704,movies,3600,18,592173
1705,movies,9641,115,2278082
1706,movies,7247,88,1766202
1707,movies,741,29,117695
1708,movies,22450,705,2188598
1709,movies,20138,-1,5351960
1710,movies,-1,180,2389222
1711,movies,643,0,24012
1712,movies,3963,260,132403
1713,movies,29732,8832,405850
1714,movies,-1,105,1541874
1715,movies,20442,2591,3989464
1716,movies,409,29,45122
1717,movies,26505,794,5903244
1718,movies,5544,196,701005
1719,movies,791,6,128548
1720,movies,179555,6907,65067408
1721,movies,54154,2892,15397832
1722,movies,17,1,2758
1723,movies,280080,7414,52046148
1724,movies,56258,1185,3505369
1725,movies,31601,1250,6301646
1726,movies,85408,5547,3733933
1727,movies,7791,1827,173717
1728,movies,23915,311,6897438
1729,movies,42757,1087,2885056
1730,movies,700,16,18302
1731,data science,55282,576,2586478
1732,data science,51915,876,2197690
1733,data science,118846,3501,3069097
1734,data science,6579,146,313285
1735,data science,16394,864,573706
1736,data science,6386,115,122824
1737,data science,2216,360,87484
1738,data science,2923,49,89486
1739,data science,2970,346,66888
1740,data science,19444,766,609802
1741,data science,12111,467,266203
1742,data science,4238,47,261889
1743,data science,630,86,11642
1744,data science,2353,178,78038
1745,data science,7514,251,195145
1746,data science,56267,1146,2214491
1747,data science,2673,174,76828
1748,data science,2604,78,113661
1749,data science,2020,133,54541
1750,data science,7742,787,271415
1751,data science,30536,742,1332052
1752,data science,4267,70,138290
1753,data science,1760,170,35373
1754,data science,5407,54,309718
1755,data science,26837,555,559680
1756,data science,12875,354,317372
1757,data science,712,130,17259
1758,data science,14986,616,324079
1759,data science,1738,100,32054
1760,data science,36835,1265,1456270
1761,data science,3252,331,99774
1762,data science,7555,442,295344
1763,data science,582,33,10129
1764,data science,3765,74,85503
1765,data science,19969,621,578389
1766,data science,29589,950,718461
1767,data science,43704,1543,800364
1768,data science,20106,616,435863
1769,data science,44518,1273,1058423
1770,data science,71,2,911
1771,data science,16225,454,510592
1772,data science,3759,67,151345
1773,data science,55097,1543,2287752
1774,data science,2313,230,95826
1775,data science,2180,170,31289
1776,data science,2350,162,72414
1777,data science,8896,225,304816
1778,data science,4869,218,101255
1779,data science,39458,744,961789
1780,data science,33471,1176,855620
1781,game development,30398,954,720075
1782,game development,33529,699,677081
1783,game development,11496,324,318051
1784,game development,6314,373,181931
1785,game development,8491,613,202934
1786,game development,6770,537,137791
1787,game development,52388,2362,691573
1788,game development,30071,1490,405989
1789,game development,16028,344,283172
1790,game development,82,14,1352
1791,game development,18486,733,353784
1792,game development,52347,2407,1705786
1793,game development,2611,217,36138
1794,game development,42113,1385,1379849
1795,game development,11283,385,265906
1796,game development,328,90,2661
1797,game development,45878,963,1291584
1798,game development,24954,651,808215
1799,game development,12759,362,323071
1800,game development,193795,19579,6478696
1801,game development,4597,263,107917
1802,game development,54822,1361,1419701
1803,game development,374,21,6573
1804,game development,1218,99,15426
1805,game development,169994,5444,2853947
1806,game development,11283,656,176919
1807,game development,79849,4880,2475429
1808,game development,7774,201,165986
1809,game development,5009,325,67619
1810,game development,17967,1042,470123
1811,game development,46566,3491,1732100
1812,game development,9330,567,320959
1813,game development,57691,2798,1510897
1814,game development,1796,72,47696
1815,game development,3792,337,58850
1816,game development,19112,433,527380
1817,game development,17272,1683,492976
1818,game development,889,69,18154
1819,game development,7665,534,133708
1820,game development,1244,80,23909
1821,game development,3831,187,76643
1822,game development,6545,571,128164
1823,game development,630,221,5663
1824,game development,34468,1223,1085330
1825,game development,25476,1892,512978
1826,game development,1409,91,30465
1827,game development,5556,318,170837
1828,game development,27768,1635,578167
1829,game development,41946,2106,3346948
1830,game development,42940,1735,1407324
1831,machine learning,43189,1155,2317183
1832,machine learning,15137,181,906372
1833,machine learning,36835,1265,1456270
1834,machine learning,38776,566,2278698
1835,machine learning,1237,16,32605
1836,machine learning,30764,929,856628
1837,machine learning,18982,402,1339489
1838,machine learning,300789,6254,11814893
1839,machine learning,13141,382,181827
1840,machine learning,17219,417,762553
1841,machine learning,16152,282,605453
1842,machine learning,44217,1448,872008
1843,machine learning,559,24,27243
1844,machine learning,22643,555,508969
1845,machine learning,16723,372,738202
1846,machine learning,8812,889,578179
1847,machine learning,34464,822,1651599
1848,machine learning,12687,313,367200
1849,machine learning,29818,1028,854273
1850,machine learning,27736,692,1432027
1851,machine learning,176978,7152,10817160
1852,machine learning,4831,1517,292643
1853,machine learning,29980,897,1167616
1854,machine learning,3518,97,127492
1855,machine learning,26619,1070,1378069
1856,machine learning,5658,195,132583
1857,machine learning,9862,205,402110
1858,machine learning,463331,21849,7497071
1859,machine learning,18847,76,1414209
1860,machine learning,10441,172,515395
1861,machine learning,25161,1188,847233
1862,machine learning,1151,37,25386
1863,machine learning,109335,2712,5028230
1864,machine learning,1520,32,56956
1865,machine learning,4306,48,238411
1866,machine learning,413,4,41925
1867,machine learning,5190,217,145691
1868,machine learning,15683,1004,879470
1869,machine learning,3505,408,257103
1870,machine learning,2712,146,82298
1871,machine learning,2464,130,192964
1872,machine learning,7289,158,351087
1873,machine learning,4759,232,130286
1874,machine learning,1861,184,37959
1875,machine learning,9615,648,319957
1876,machine learning,10259,416,386360
1877,machine learning,2981,72,431421
1878,machine learning,5198,443,226152
1879,machine learning,,,
1880,machine learning,,,
